Rank	Dataset	original cut-off	original confidence	original min alignment length	Dataset with max. confidence	cut-off	confidence	min alignment length	sequence number	group number	fasta filename	classification filename
species	Cercophora	0.99	0.8982	50	Cercophora	0.99	0.8982	50	55	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hymenogaster	0.977	0.782	50	All	0.988	0.8276	50	99	19	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Passalora	0.993	0.9149	50	Passalora	0.993	0.9149	50	33	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Leprocaulon	0.982	0.9286	50	Leprocaulaceae	0.982	0.9342	50	35	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Abrothallus	0.993	0.8429	50	Dothideomycetes	0.99	0.8471	50	35	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Fuscidea	0.966	0.963	50	Fuscidea	0.966	0.963	50	36	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dictyonema	0.947	0.9328	50	Dictyonema	0.947	0.9328	50	67	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Chaenothecopsis	0.983	0.875	50	Chaenothecopsis	0.983	0.875	50	44	29	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Neodevriesia	0.987	0.9141	50	Neodevriesiaceae	0.987	0.9163	50	39	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Thelonectria	0.953	0.8087	50	All	0.988	0.8276	50	73	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Leucopaxillus	0.993	0.8283	50	Tricholomataceae	0.984	0.8702	50	56	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hyalorbilia	0.961	0.7206	50	All	0.988	0.8276	50	55	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Nannizziopsis	0.978	0.8532	50	Onygenales	0.986	0.8582	50	32	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Calonectria	0.995	0.6597	50	All	0.988	0.8276	50	63	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Geopora	0.964	0.7305	50	All	0.988	0.8276	50	79	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Polycauliona	0.979	0.8917	50	Polycauliona	0.979	0.8917	50	58	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Naucoria	0.982	0.7112	50	All	0.988	0.8276	50	46	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cylindrocladiella	0.995	0.8672	50	Cylindrocladiella	0.995	0.8672	50	33	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Suhomyces	0.967	0.958	50	Suhomyces	0.967	0.958	50	46	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Podospora	0.981	0.8665	50	Podospora	0.981	0.8665	50	77	34	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sporisorium	0.99	0.9383	50	Sporisorium	0.99	0.9383	50	117	48	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sugiyamaella	0.987	0.971	50	Sugiyamaella	0.987	0.971	50	60	27	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Austroboletus	0.933	0.9054	50	Austroboletus	0.933	0.9054	50	69	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hermatomyces	0.994	0.8828	50	Hermatomyces	0.994	0.8828	50	32	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Nephromopsis	0.986	0.9333	50	Nephromopsis	0.986	0.9333	50	39	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Austroplaca	0.99	0.7806	50	All	0.988	0.8276	50	30	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Teratosphaeria	0.99	0.9321	50	Teratosphaeria	0.99	0.9321	50	162	49	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Glutinoglossum	0.989	0.8435	50	Glutinoglossum	0.989	0.8435	50	45	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tubeufia	0.988	0.8696	50	Tubeufiaceae	0.988	0.8766	50	63	34	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Readeriella	0.995	0.7871	50	Teratosphaeriaceae	0.99	0.87	50	32	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Yamadazyma	0.977	0.8868	50	Debaryomycetaceae	0.987	0.9165	50	71	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Paramycosphaerella	0.987	0.9693	50	Paramycosphaerella	0.987	0.9693	50	34	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dactylella	0.982	0.9143	50	Dactylella	0.982	0.9143	50	30	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dufourea	0.984	0.8293	50	Dufourea	0.984	0.8293	50	44	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Macalpinomyces	0.981	0.9224	50	Macalpinomyces	0.981	0.9224	50	48	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cladia	0.986	0.6703	50	All	0.988	0.8276	50	74	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hirsutella	0.986	0.7994	50	All	0.988	0.8276	50	68	28	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Niebla	0.994	0.7215	50	All	0.988	0.8276	50	37	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Teunomyces	0.984	0.98	50	Teunomyces	0.984	0.98	50	30	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pseudocyphellaria	0.984	0.8563	50	Pseudocyphellaria	0.984	0.8563	50	112	40	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cryptosporella	0.994	0.8347	50	Gnomoniaceae	0.992	0.9025	50	43	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Protoblastenia	0.935	0.8285	50	Psoraceae	0.945	0.8384	50	43	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pachyphlodes	0.969	0.9119	50	Pachyphlodes	0.969	0.9119	50	53	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Plagiostoma	0.989	0.8897	50	Gnomoniaceae	0.992	0.9025	50	43	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Derxomyces	0.989	0.9313	50	Derxomyces	0.989	0.9313	50	51	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dermatocarpon	0.971	0.7326	50	Eurotiomycetes	0.986	0.8481	50	102	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dirina	0.974	0.8648	50	Arthoniales	0.976	0.8722	50	123	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Anzia	0.974	0.7533	50	All	0.988	0.8276	50	30	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Oropogon	0.97	0.93	50	Oropogon	0.97	0.93	50	31	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Kondoa	0.97	0.9586	50	Kondoaceae	0.97	0.9655	50	45	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Septobasidium	0.958	0.9279	50	Septobasidium	0.958	0.9279	50	37	31	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dendrostoma	0.987	0.7846	50	All	0.988	0.8276	50	40	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lobariella	0.988	0.88	50	Lobariella	0.988	0.88	50	50	20	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Kockovaella	0.986	0.9658	50	Kockovaella	0.986	0.9658	50	37	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Solenopsora	0.98	0.9665	50	Solenopsora	0.98	0.9665	50	53	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Glomus	0.932	0.8329	50	Glomus	0.932	0.8329	50	102	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Stephanospora	0.987	0.6814	50	All	0.988	0.8276	50	43	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phyllopsora	0.923	0.8387	50	Phyllopsora	0.923	0.8387	50	110	44	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Subulicystidium	0.976	0.692	50	All	0.988	0.8276	50	69	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lamprospora	0.953	0.9122	50	Lamprospora	0.953	0.9122	50	32	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Melanconiella	0.986	0.8875	50	Melanconiellaceae	0.986	0.9357	50	32	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dominikia	0.953	0.9332	50	Dominikia	0.953	0.9332	50	37	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Filobasidiaceae	0.987	0.8227	50	Filobasidiales	0.972	0.8666	50	289	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cytosporaceae	0.993	0.7989	50	All	0.988	0.8276	50	245	67	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Nectriaceae	0.988	0.7979	50	All	0.988	0.8276	50	2269	287	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gymnoascaceae	0.974	0.7934	50	Onygenales	0.986	0.8582	50	81	31	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Incrustoporiaceae	0.988	0.8555	50	Incrustoporiaceae	0.988	0.8555	50	228	43	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Inocybaceae	0.982	0.789	50	All	0.988	0.8276	50	1877	572	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Aspergillaceae	0.988	0.8899	50	Aspergillaceae	0.988	0.8899	50	1468	213	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Glomerellaceae	0.98	0.8554	50	Glomerellales	0.98	0.8677	50	1053	48	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Arthrodermataceae	0.983	0.9008	50	Arthrodermataceae	0.983	0.9008	50	707	47	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tuberaceae	0.968	0.8251	50	All	0.988	0.8276	50	1007	126	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cordycipitaceae	0.978	0.9242	50	Cordycipitaceae	0.978	0.9242	50	991	94	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Thelephoraceae	0.983	0.7332	50	All	0.988	0.8276	50	754	162	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Bionectriaceae	0.988	0.8686	50	Bionectriaceae	0.988	0.8686	50	846	192	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ramalinaceae	0.986	0.7673	50	All	0.988	0.8276	50	890	339	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Peniophoraceae	0.989	0.7793	50	All	0.988	0.8276	50	388	121	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cladosporiaceae	0.986	0.9102	50	Cladosporiaceae	0.986	0.9102	50	441	33	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pleosporaceae	0.983	0.8984	50	Pleosporaceae	0.983	0.8984	50	1167	112	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Coniochaetaceae	0.992	0.841	50	Coniochaetales	0.992	0.863	50	81	33	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Erysiphaceae	0.991	0.8301	50	Erysiphaceae	0.991	0.8301	50	1225	273	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Diaporthaceae	0.982	0.7957	50	All	0.988	0.8276	50	437	119	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Russulaceae	0.988	0.7893	50	All	0.988	0.8276	50	3154	804	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hymenochaetaceae	0.985	0.8085	50	All	0.988	0.8276	50	1889	427	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Trichocomaceae	0.985	0.8996	50	Trichocomaceae	0.985	0.8996	50	451	85	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Boletaceae	0.985	0.8761	50	Boletaceae	0.985	0.8761	50	1844	467	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hymenogastraceae	0.989	0.7966	50	All	0.988	0.8276	50	1436	288	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Leptosphaeriaceae	0.987	0.8783	50	Leptosphaeriaceae	0.987	0.8783	50	249	78	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Microascaceae	0.992	0.8991	50	Microascaceae	0.992	0.8991	50	506	77	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lyophyllaceae	0.983	0.7955	50	All	0.988	0.8276	50	474	107	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pichiaceae	0.968	0.8982	50	Pichiaceae	0.968	0.8982	50	652	101	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ustilaginaceae	0.996	0.8674	50	Ustilaginomycetes	0.993	0.8805	50	597	180	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sarocladiaceae	0.985	0.8045	50	All	0.988	0.8276	50	266	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Mycosphaerellaceae	0.993	0.811	50	Dothideomycetes	0.99	0.8471	50	1370	485	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Steccherinaceae	0.977	0.8165	50	All	0.988	0.8276	50	388	98	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Rhytismataceae	0.979	0.7559	50	All	0.988	0.8276	50	357	119	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pleurotaceae	0.98	0.8362	50	Pleurotaceae	0.98	0.8362	50	546	67	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Clavicipitaceae	0.988	0.863	50	Clavicipitaceae	0.988	0.863	50	945	132	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Irpicaceae	0.988	0.8571	50	Irpicaceae	0.988	0.8571	50	536	74	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Laetiporaceae	0.97	0.7985	50	All	0.988	0.8276	50	194	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cortinariaceae	0.989	0.8412	50	Cortinariaceae	0.989	0.8412	50	3765	1057	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Crepidotaceae	0.963	0.8338	50	Crepidotaceae	0.963	0.8338	50	206	67	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Agaricales_fam_Incertae_sedis	0.987	0.8067	50	Agaricales_fam_Incertae_sedis	0.987	0.8067	50	1245	296	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ploettnerulaceae	0.992	0.8624	50	Ploettnerulaceae	0.992	0.8624	50	221	50	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Entolomataceae	0.987	0.8368	50	Entolomataceae	0.987	0.8368	50	1249	439	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Psathyrellaceae	0.99	0.7754	50	All	0.988	0.8276	50	1057	283	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ophiocordycipitaceae	0.983	0.8262	50	All	0.988	0.8276	50	736	133	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Debaryomycetaceae	0.987	0.9165	50	Debaryomycetaceae	0.987	0.9165	50	949	104	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Helvellaceae	0.981	0.7695	50	All	0.988	0.8276	50	265	90	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Massarinaceae	0.983	0.8724	50	Massarinaceae	0.983	0.8724	50	125	63	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Umbelopsidaceae	0.952	0.8097	50	Mucoromycota	0.964	0.8723	50	184	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Botryosphaeriaceae	0.992	0.9141	50	Botryosphaeriaceae	0.992	0.9141	50	708	70	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phanerochaetaceae	0.983	0.8615	50	Phanerochaetaceae	0.983	0.8615	50	731	120	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lycoperdaceae	0.991	0.7939	50	All	0.988	0.8276	50	133	33	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Saccharomycodaceae	0.989	0.9285	50	Saccharomycodaceae	0.989	0.9285	50	244	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Verrucariaceae	0.986	0.7619	50	Eurotiomycetes	0.986	0.8481	50	910	268	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sclerodermataceae	0.977	0.9235	50	Sclerodermataceae	0.977	0.9235	50	490	32	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ceratobasidiaceae	0.961	0.9706	50	Ceratobasidiaceae	0.961	0.9706	50	2510	19	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hygrophoraceae	0.975	0.799	50	All	0.988	0.8276	50	1489	336	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Didymellaceae	0.993	0.8872	50	Didymellaceae	0.993	0.8872	50	411	77	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Saccotheciaceae	0.976	0.9454	50	Saccotheciaceae	0.976	0.9454	50	375	20	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Omphalotaceae	0.989	0.8171	50	All	0.988	0.8276	50	1261	188	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
